Project,Plate_ID,Plate_Row,Plate_Col,Sample,Raw_value
HTS_Cell_Screen_FP,214,13,17,TN214-13-17,2.798832698948
HTS_Cell_Screen_FP,214,13,18,TN214-13-18,2.18662700292651
HTS_Cell_Screen_FP,214,13,19,TN214-13-19,16.7248874086958
HTS_Cell_Screen_FP,214,13,20,TN214-13-20,5.69868401154137
HTS_Cell_Screen_FP,214,13,21,TN214-13-21,9.03319116436216
HTS_Cell_Screen_FP,214,13,22,TN214-13-22,7.8124466696167
HTS_Cell_Screen_FP,214,13,23,TN214-13-23,5.76894482598811
HTS_Cell_Screen_FP,214,13,24,ctrl,10.8024421292238
HTS_Cell_Screen_FP,214,14,1,ctrl,87.7674995574721
HTS_Cell_Screen_FP,214,14,2,TN214-14-02,13.5640257249214
HTS_Cell_Screen_FP,214,14,3,TN214-14-03,3.78262472620897
HTS_Cell_Screen_FP,214,14,4,TN214-14-04,13.3066036488332
HTS_Cell_Screen_FP,214,14,5,TN214-14-05,4.24827707402967
HTS_Cell_Screen_FP,214,14,6,TN214-14-06,6.79241290278723
HTS_Cell_Screen_FP,214,14,7,TN214-14-07,8.95031347711984
HTS_Cell_Screen_FP,214,14,8,TN214-14-08,4.8397556577483
HTS_Cell_Screen_FP,214,14,9,TN214-14-09,4.38585702338212
HTS_Cell_Screen_FP,214,14,10,TN214-14-10,10.8558242767259
HTS_Cell_Screen_FP,214,14,11,TN214-14-11,8.12934931357467
HTS_Cell_Screen_FP,214,14,12,TN214-14-12,7.84095336656898
HTS_Cell_Screen_FP,214,14,13,TN214-14-13,3.87391859007099
HTS_Cell_Screen_FP,214,14,14,TN214-14-14,26.4072019625616
HTS_Cell_Screen_FP,214,14,15,TN214-14-15,4.62073124866196
HTS_Cell_Screen_FP,214,14,16,TN214-14-16,3.09545335692894
HTS_Cell_Screen_FP,214,14,17,TN214-14-17,7.73980022262917
HTS_Cell_Screen_FP,214,14,18,TN214-14-18,12.9960865315634
HTS_Cell_Screen_FP,214,14,19,TN214-14-19,10.1935115546653
HTS_Cell_Screen_FP,214,14,20,TN214-14-20,14.2022055340164
HTS_Cell_Screen_FP,214,14,21,TN214-14-21,6.68262244067658
HTS_Cell_Screen_FP,214,14,22,TN214-14-22,5.12036661301019
HTS_Cell_Screen_FP,214,14,23,TN214-14-23,3.37579347288713
HTS_Cell_Screen_FP,214,14,24,ctrl,11.4178547225692
HTS_Cell_Screen_FP,214,15,1,ctrl,90.53411666669
HTS_Cell_Screen_FP,214,15,2,TN214-15-02,12.6419448452419
HTS_Cell_Screen_FP,214,15,3,TN214-15-03,15.1647912154809
HTS_Cell_Screen_FP,214,15,4,TN214-15-04,5.6857935855413
HTS_Cell_Screen_FP,214,15,5,TN214-15-05,15.2008611159824
HTS_Cell_Screen_FP,214,15,6,TN214-15-06,11.284033561493
HTS_Cell_Screen_FP,214,15,7,TN214-15-07,8.24108275332673
HTS_Cell_Screen_FP,214,15,8,TN214-15-08,8.02084987520296
HTS_Cell_Screen_FP,214,15,9,TN214-15-09,7.82390082828105
HTS_Cell_Screen_FP,214,15,10,TN214-15-10,7.16741029805737
HTS_Cell_Screen_FP,214,15,11,TN214-15-11,5.66386585238616
HTS_Cell_Screen_FP,214,15,12,TN214-15-12,12.5697180430295
HTS_Cell_Screen_FP,214,15,13,TN214-15-13,12.9612731624152
HTS_Cell_Screen_FP,214,15,14,TN214-15-14,5.68498393722306
HTS_Cell_Screen_FP,214,15,15,TN214-15-15,6.84720335096788
HTS_Cell_Screen_FP,214,15,16,TN214-15-16,9.29978063132361
HTS_Cell_Screen_FP,214,15,17,TN214-15-17,9.79471372945525
HTS_Cell_Screen_FP,214,15,18,TN214-15-18,14.7141208074322
HTS_Cell_Screen_FP,214,15,19,TN214-15-19,4.8076869776407
HTS_Cell_Screen_FP,214,15,20,TN214-15-20,22.1629927805574
HTS_Cell_Screen_FP,214,15,21,TN214-15-21,16.4379131452181
HTS_Cell_Screen_FP,214,15,22,TN214-15-22,14.7719934062659
HTS_Cell_Screen_FP,214,15,23,TN214-15-23,6.19811594251207
HTS_Cell_Screen_FP,214,15,24,ctrl,13.0852551673308
HTS_Cell_Screen_FP,214,16,1,ctrl,92.725466980015
HTS_Cell_Screen_FP,214,16,2,TN214-16-02,1.95366662936566
HTS_Cell_Screen_FP,214,16,3,TN214-16-03,10.416326828417
HTS_Cell_Screen_FP,214,16,4,TN214-16-04,12.6289906584477
HTS_Cell_Screen_FP,214,16,5,TN214-16-05,2.18779621309287
HTS_Cell_Screen_FP,214,16,6,TN214-16-06,9.56186326864504
HTS_Cell_Screen_FP,214,16,7,TN214-16-07,5.62682064291818
HTS_Cell_Screen_FP,214,16,8,TN214-16-08,7.44323119807034
HTS_Cell_Screen_FP,214,16,9,TN214-16-09,11.1543122546442
HTS_Cell_Screen_FP,214,16,10,TN214-16-10,4.93500219321214
HTS_Cell_Screen_FP,214,16,11,TN214-16-11,9.42386616624469
HTS_Cell_Screen_FP,214,16,12,TN214-16-12,10.2813961442756
HTS_Cell_Screen_FP,214,16,13,TN214-16-13,2.33531557893896
HTS_Cell_Screen_FP,214,16,14,TP214-16-14,63.8760228669858
